id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,avg_salary
jonesfr01,"March 11, 1979","Malvern, Arkansas",2.3,41.1,35.3,80.9,430.0,11.3,7.5,2.2,16.5,47.6,University of Oregon,14th overall,1st round,Indiana Pacers,2002.0,6-4,"Barlow in Gresham, Oregon",Fred Jones,Small Forward and Shooting Guard,Right,210lb,1971036.29
jonesja02,"October 4, 1980","Miami, Florida",0.5,40.1,40.1,84.0,709.0,11.3,5.2,1.8,25.2,53.0,University of Miami,49th overall,2nd round,Indiana Pacers,2003.0,6-8,"American in Miami, Florida",James Jones,Shooting Guard and Small Forward,Right,218lb,1987356.54
jonesju01,"February 10, 1979","Cocoa, Florida",0.9,42.4,34.9,70.4,471.0,12.5,7.1,4.2,15.1,49.4,University of Georgia,27th overall,1st round,Atlanta Hawks,1999.0,6-8,"Mitchell-Baker in Camilla, Georgia",Jumaine Jones,Small Forward and Shooting Guard and Power Forward,Right,218lb,1210836.62
jonespo01,"June 17, 1970","Dresden, Tennessee",1.3,44.7,28.1,75.1,535.0,13.3,7.0,7.4,22.0,45.0,Murray State University,41st overall,2nd round,Houston Rockets,1992.0,6-8,"Dresden in Dresden, Tennessee",Popeye Jones,Power Forward,Right,250lb,1569208.0
jonesso01,"July 16, 1984","Eustis, Florida",0.4,46.7,11.1,71.7,281.0,10.2,3.0,2.3,5.0,46.7,University of South Florida,33rd overall,2nd round,Atlanta Hawks,2006.0,6-10,"Mount Dora in Mount Dora, Florida",Solomon Jones,Center and Power Forward,Right,230lb,823133.43
joneste01,"January 9, 1992","Portland, Oregon",1.0,50.1,29.7,62.1,234.0,17.1,10.4,5.7,14.7,52.4,University of Kentucky,18th overall,1st round,Houston Rockets,2012.0,6-9,"Jefferson in Portland, Oregon",Terrence Jones,Power Forward,Left,252lb,1405411.33
jonesty01,"May 10, 1996","Burnsville, Minnesota",3.3,41.9,33.3,81.9,247.0,13.5,5.1,1.5,8.4,47.7,Duke University,24th overall,1st round,Cleveland Cavaliers,2015.0,6-2,"Apple Valley in Apple Valley, Minnesota",Tyus Jones,Point Guard,Right,196lb,1364380.67
jordade01,"July 21, 1988","Houston, Texas",0.9,67.0,9.1,46.6,819.0,18.5,9.6,10.9,83.4,67.0,Texas A&M University,35th overall,2nd round,Los Angeles Clippers,2008.0,6-11,"Christian Life Center Academy in Humble, Texas",DeAndre Jordan,Center,Left,265lb,10848788.9
josepco01,"August 20, 1991","Toronto, Canada",2.8,44.4,32.7,76.1,528.0,12.5,6.9,2.6,21.8,48.0,University of Texas at Austin,29th overall,1st round,San Antonio Spurs,2011.0,6-3,"Findlay College Prep in Henderson, Nevada",Cory Joseph,Point Guard and Shooting Guard,Right,193lb,3891163.0
kamanch01,"April 28, 1982","Wyoming, Michigan",1.3,48.9,4.2,74.3,735.0,14.9,11.2,7.6,24.6,48.9,Central Michigan University,6th overall,1st round,Los Angeles Clippers,2003.0,7-0,"Tri-Unity Christian in Wyoming, Michigan",Chris Kaman,Center,Right,265lb,6655951.38
kaminfr01,"April 4, 1993","Lisle, Illinois",1.6,41.9,34.9,76.0,282.0,13.7,9.8,4.0,11.0,49.1,University of Wisconsin,9th overall,1st round,Charlotte Hornets,2015.0,7-0,"Benet Academy in Lisle, Illinois",Frank Kaminsky,Center and Power Forward,Right,242lb,2730033.33
kaponja01,"February 4, 1981","Long Beach, California",0.8,44.2,43.4,83.5,509.0,10.5,6.7,1.7,10.3,51.7,"University of California, Los Angeles",31st overall,2nd round,Cleveland Cavaliers,2003.0,6-8,"Artesia in Lakewood, California",Jason Kapono,Small Forward and Shooting Guard,Right,213lb,3165891.44
keefead01,"February 22, 1970","Irvine, California",0.7,50.2,7.1,71.4,617.0,12.9,5.0,4.1,24.9,50.2,Stanford University,10th overall,1st round,Atlanta Hawks,1992.0,6-9,"Woodbridge in Irvine, California",Adam Keefe,Center and Power Forward and Small Forward,Right,230lb,2071111.11
kempsh01,"November 26, 1969","Elkhart, Indiana",1.6,48.8,27.7,74.1,1051.0,19.1,14.6,8.4,89.5,49.0,Trinity Valley Community College,17th overall,1st round,Seattle SuperSonics,1989.0,6-10,"Concord in Elkhart, Indiana",Shawn Kemp,Center and Power Forward,Right,230lb,6104864.2
kemptti01,"January 25, 1964","Jamaica, New York",1.1,48.1,0.0,67.7,280.0,9.8,4.5,2.8,3.3,48.1,University of Notre Dame,124th overall,6th round,Los Angeles Clippers,1986.0,6-10,"Saint Dominic in Oyster Bay, New York",Tim Kempton,Power Forward,Right,245lb,386812.5
kerrst01,"September 27, 1965","Beirut, Lebanon",1.8,47.9,45.4,86.4,910.0,13.1,6.0,1.2,47.2,56.4,University of Arizona,50th overall,2nd round,Phoenix Suns,1988.0,6-3,"Pacific Palisades in Pacific Palisades, California",Steve Kerr,Shooting Guard and Point Guard,Right,175lb,1128214.29
kesslal01,"January 13, 1967","Minneapolis, Minnesota",0.4,42.6,41.7,74.4,210.0,9.6,5.2,3.6,2.0,43.1,University of Georgia,12th overall,1st round,Houston Rockets,1990.0,6-11,"Roswell in Roswell, Georgia",Alec Kessler,Center and Power Forward,Right,230lb,1161600.0
keysra01,"April 19, 1966","Collins, Mississippi",0.8,42.5,27.2,72.1,241.0,10.3,5.2,2.3,2.3,44.1,University of Southern Mississippi,22nd overall,1st round,Cleveland Cavaliers,1988.0,6-7,"Collins in Collins, Mississippi",Randolph Keys,Small Forward,Right,195lb,311666.67
kiddja01,"March 23, 1973","San Francisco, California",8.7,40.0,34.9,78.5,1391.0,17.9,12.6,6.3,138.6,46.4,University of California,2nd overall,1st round,Dallas Mavericks,1994.0,6-4,"Saint Joseph of Notre Dame in Alameda, California",Jason Kidd,Shooting Guard and Point Guard,Right,205lb,9877656.21
kiddgmi01,"September 26, 1993","Philadelphia, Pennsylvania",1.2,47.7,27.7,71.4,421.0,13.7,8.8,5.6,21.2,48.1,University of Kentucky,2nd overall,1st round,Charlotte Bobcats,2012.0,6-7,"Saint Patrick in Elizabeth, New Jersey",Michael Kidd-Gilchrist,Small Forward and Power Forward,Right,232lb,7793487.33
kingst01,"January 29, 1967","Lawton, Oklahoma",0.9,47.8,23.5,70.7,438.0,11.9,6.4,3.3,10.9,47.9,University of Oklahoma,6th overall,1st round,Chicago Bulls,1989.0,6-11,"Lawton in Lawton, Oklahoma",Stacey King,Power Forward and Center,Left,230lb,1128750.0
kittlke01,"June 12, 1974","Dayton, Ohio",2.6,43.9,37.8,78.0,507.0,16.0,14.1,3.9,44.8,49.3,Villanova University,8th overall,1st round,New Jersey Nets,1996.0,6-5,"Saint Augustine in New Orleans, Louisiana",Kerry Kittles,Shooting Guard,Right,179lb,6175597.0
kleinjo01,"January 4, 1962","Colorado Springs, Colorado",0.6,45.3,27.1,79.4,965.0,10.5,4.8,4.1,19.1,45.4,"University of Notre Dame, University of Arkansas",6th overall,1st round,Sacramento Kings,1985.0,6-11,"Slater in Slater, Missouri",Joe Kleine,Center,Right,255lb,818017.86
kleizli01,"January 3, 1985","Kaunas, Lithuania",0.8,43.5,33.5,76.3,409.0,12.4,8.7,3.6,13.6,50.2,University of Missouri,27th overall,1st round,Portland Trail Blazers,2005.0,6-8,"Montrose Christian School in Rockville, Maryland",Linas Kleiza,Small Forward and Power Forward,Right,245lb,2694367.57
knighbr03,"December 2, 1991","Miami, Florida",4.0,41.3,35.4,81.2,421.0,13.9,14.5,3.2,11.6,47.6,University of Kentucky,8th overall,1st round,Detroit Pistons,2011.0,6-3,"Pine Crest School in Fort Lauderdale, Florida",Brandon Knight,Point Guard and Shooting Guard,Right,195lb,7127393.86
knighbr01,"November 8, 1975","Livingston, New Jersey",6.1,41.2,13.4,78.9,729.0,14.9,7.3,2.4,32.6,41.4,Stanford University,16th overall,1st round,Cleveland Cavaliers,1997.0,5-10,"Seton Hall Preparatory School in West Orange, New Jersey",Brevin Knight,Point Guard,Right,173lb,2963162.17
knighne01,"March 6, 1967","Detroit, Michigan",2.8,43.6,26.3,73.0,276.0,11.3,6.2,1.3,4.2,44.4,University of Dayton,31st overall,2nd round,Phoenix Suns,1990.0,6-1,"Saint Martin De Porres in Detroit, Michigan",Negele Knight,Point Guard,Right,175lb,431583.33
knightr01,"September 13, 1974","Salt Lake City, Utah",0.6,43.8,25.9,69.6,371.0,11.4,3.4,3.1,7.9,44.4,University of Connecticut,29th overall,1st round,Chicago Bulls,1996.0,7-0,"Alta in Sandy, Utah",Travis Knight,Center,Right,235lb,2827812.5
koncajo01,"May 17, 1963","Cedar Rapids, Iowa",1.0,47.0,22.6,59.7,784.0,9.8,4.5,4.9,29.2,47.3,Southern Methodist University,5th overall,1st round,Atlanta Hawks,1985.0,7-0,"Center in Kansas City, Missouri",Jon Koncak,Center,Right,250lb,1527104.17
korveky01,"March 17, 1981","Lakewood, California",1.7,44.3,42.9,87.8,1174.0,12.8,9.9,3.0,70.9,57.4,Creighton University,51st overall,2nd round,New Jersey Nets,2003.0,6-7,"Pella in Pella, Iowa",Kyle Korver,Small Forward and Shooting Guard and Power Forward,Right,212lb,4609830.33
koufoko01,"February 24, 1989","Canton, Ohio",0.5,53.4,0.0,58.2,686.0,15.4,5.7,5.0,28.3,53.4,Ohio State University,23rd overall,1st round,Utah Jazz,2008.0,7-0,"GlenOak in Canton, Ohio",Kosta Koufos,Center,Right,245lb,3883929.2
krystla01,"September 23, 1964","Missoula, Montana",1.2,45.7,13.9,79.5,420.0,12.0,8.2,4.9,15.6,45.8,University of Montana,28th overall,2nd round,Chicago Bulls,1986.0,6-9,"Big Sky in Missoula, Montana",Larry Krystkowiak,Power Forward,Right,220lb,431750.0
laettch01,"August 17, 1969","Angola, New York",2.6,48.0,26.1,82.0,868.0,16.9,12.8,6.7,64.9,48.6,Duke University,3rd overall,1st round,Minnesota Timberwolves,1992.0,6-11,"Nichols School in Buffalo, New York",Christian Laettner,Center and Power Forward,Right,235lb,4391785.71
lafrera01,"May 29, 1976","Hampton, Iowa",1.1,46.6,36.3,71.1,563.0,16.1,10.1,6.1,39.4,51.6,University of Kansas,3rd overall,1st round,Denver Nuggets,1998.0,6-11,"MFL MarMac in Monona, Iowa",Raef LaFrentz,Power Forward and Center,Left,240lb,7648640.18
lambje01,"May 30, 1992","Henrico, Virginia",1.5,44.3,33.9,85.3,435.0,16.1,10.2,3.7,20.8,50.2,University of Connecticut,12th overall,1st round,Houston Rockets,2012.0,6-5,"Norcross in Norcross, Georgia",Jeremy Lamb,Small Forward and Shooting Guard,Right,185lb,3813224.0
landrca01,"September 19, 1983","Milwaukee, Wisconsin",0.7,53.5,30.0,78.5,513.0,17.5,10.8,4.9,35.9,53.6,Purdue University,31st overall,2nd round,Seattle SuperSonics,2007.0,6-9,"Vincent in Milwaukee, Wisconsin",Carl Landry,Power Forward,Right,248lb,4792716.3
laneje01,"December 4, 1966","Akron, Ohio",1.5,44.1,6.3,37.9,218.0,12.6,5.3,5.8,2.3,44.2,University of Pittsburgh,23rd overall,1st round,Denver Nuggets,1988.0,6-6,"Saint Vincent-Saint Mary in Akron, Ohio",Jerome Lane,Power Forward,Right,230lb,391250.0
langan01,"June 28, 1966","Pine Bluff, Arkansas",0.6,47.0,25.0,74.4,737.0,11.7,6.0,4.8,28.6,47.1,University of Arkansas,28th overall,2nd round,Phoenix Suns,1988.0,6-11,"Dollarway in Pine Bluff, Arkansas",Andrew Lang,Center,Right,245lb,1439818.18
larkish01,"October 2, 1992","Cincinnati, Ohio",2.9,42.2,33.6,77.7,256.0,11.4,5.5,1.9,4.4,46.8,University of Miami,18th overall,1st round,Atlanta Hawks,2013.0,5-11,"Dr. Phillips in Orlando, Florida",Shane Larkin,Point Guard,Right,175lb,1528605.5
lavinza01,"March 10, 1995","Renton, Washington",3.5,44.6,37.3,82.4,293.0,14.8,16.1,3.4,8.0,50.6,"University of California, Los Angeles",13th overall,1st round,Minnesota Timberwolves,2014.0,6-5,"Bothell in Bothell, Washington",Zach LaVine,Point Guard and Shooting Guard,Right,200lb,2411824.25
lawac01,"January 25, 1985","Dallas, Texas",1.6,41.3,23.5,77.8,188.0,9.9,3.9,1.0,1.6,43.4,Texas A&M University,11th overall,1st round,Atlanta Hawks,2007.0,6-3,"Justin F. Kimball in Dallas, Texas",Acie Law,Point Guard,Right,195lb,1414801.4
lawsoty01,"November 3, 1987","Clinton, Maryland",6.0,46.0,35.9,77.0,551.0,17.2,12.7,2.7,42.1,50.4,University of North Carolina,18th overall,1st round,Minnesota Timberwolves,2009.0,5-11,"Oak Hill Academy in Mouth of Wilson, Virginia",Ty Lawson,Point Guard,Right,195lb,4355955.6
leckner01,"May 27, 1966","Inglewood, California",0.5,50.8,0.0,66.9,449.0,9.8,4.1,3.2,6.2,50.8,University of Wyoming,17th overall,1st round,Utah Jazz,1988.0,6-11,"Mira Costa in Manhattan Beach, California",Eric Leckner,Center,Right,265lb,375071.43
leeco01,"October 3, 1985","Indianapolis, Indiana",1.7,45.0,38.7,85.3,787.0,12.2,9.7,2.7,38.7,51.6,Western Kentucky University,22nd overall,1st round,Orlando Magic,2008.0,6-5,"Pike in Indianapolis, Indiana",Courtney Lee,Shooting Guard,Right,215lb,5041470.3
leeda02,"April 29, 1983","St. Louis, Missouri",2.2,53.5,3.4,77.2,829.0,19.1,13.5,8.8,76.0,53.6,University of Florida,30th overall,1st round,New York Knicks,2005.0,6-9,"Chaminade College Preparatory School in St. Louis, Missouri",David Lee,Power Forward and Center and Small Forward,Left,245lb,7289045.85
leeke01,"December 28, 1962","West Memphis, Arkansas",1.0,45.1,16.7,74.6,182.0,12.2,6.1,4.7,3.7,45.2,University of Memphis,11th overall,1st round,Chicago Bulls,1985.0,6-10,"West Memphis in West Memphis, Arkansas",Keith Lee,Power Forward,Right,215lb,318749.5
lenarvo01,"May 14, 1973","Detroit, Michigan",2.1,41.5,38.4,78.7,565.0,13.8,11.9,2.8,29.6,49.4,University of Minnesota,46th overall,2nd round,Milwaukee Bucks,1994.0,6-4,"Southwestern in Detroit, Michigan",Voshon Lenard,Shooting Guard,Right,205lb,2558498.3
leonaka01,"June 29, 1991","Riverside, California",2.4,49.5,38.3,84.8,467.0,22.6,17.7,6.3,65.8,54.8,San Diego State University,15th overall,1st round,Indiana Pacers,2011.0,6-7,"King in Riverside, California",Kawhi Leonard,Small Forward,Right,230lb,8768923.86
leoname01,"February 27, 1992","Robinson, Illinois",0.9,47.9,38.5,82.8,393.0,12.3,5.6,3.7,13.4,55.6,University of Illinois at Urbana-Champaign,11th overall,1st round,Portland Trail Blazers,2012.0,7-1,"Robinson in Robinson, Illinois",Meyers Leonard,Power Forward and Center,Right,255lb,4810076.5
lesji01,"August 18, 1963","Niles, Illinois",2.9,39.7,39.6,81.8,321.0,12.4,3.8,1.2,8.1,50.1,"Cleveland State University, Bradley University",70th overall,3rd round,Atlanta Hawks,1986.0,5-11,"Notre Dame in Niles, Illinois",Jim Les,Point Guard,Right,165lb,246500.0
leuerjo01,"May 14, 1989","Long Lake, Minnesota",0.8,48.4,32.8,76.7,377.0,14.5,6.4,3.8,13.2,51.5,University of Wisconsin,40th overall,2nd round,Milwaukee Bucks,2011.0,6-10,"Orono in Orono, Minnesota",Jon Leuer,Center and Power Forward,Right,228lb,4121262.5
leverca01,"August 25, 1994","Columbus, Ohio",3.4,43.7,32.9,70.7,168.0,13.8,11.1,3.6,5.8,49.7,University of Michigan,20th overall,1st round,Indiana Pacers,2016.0,6-7,"Central in Pickerington, Ohio",Caris LeVert,Small Forward,Right,204lb,1597380.0
lewisre01,"November 21, 1965","Baltimore, Maryland",2.6,48.8,20.0,82.4,450.0,17.1,17.6,4.3,38.9,49.0,Northeastern University,22nd overall,1st round,Boston Celtics,1987.0,6-7,"Paul Laurence Dunbar in Baltimore, Maryland",Reggie Lewis,Small Forward and Shooting Guard,Right,195lb,1487000.0
liberma01,"October 27, 1968","Chicago, Illinois",0.9,41.7,34.0,66.4,267.0,12.2,7.3,3.5,4.0,43.5,University of Illinois at Urbana-Champaign,42nd overall,2nd round,Denver Nuggets,1990.0,6-8,"Martin Luther King in Chicago, Illinois",Marcus Liberty,Small Forward,Right,205lb,370000.0
lichtto01,"January 8, 1967","Walnut Creek, California",1.4,46.0,24.4,78.9,237.0,12.2,7.9,2.1,5.6,46.6,Stanford University,15th overall,1st round,Denver Nuggets,1989.0,6-4,"Mount Diablo in Concord, California",Todd Lichti,Shooting Guard,Right,205lb,492036.0
liggide01,"March 31, 1988","Chicago, Illinois",0.7,40.2,35.2,54.9,177.0,7.3,2.0,1.4,1.6,46.9,University of Kentucky,53rd overall,2nd round,Orlando Magic,2011.0,6-6,"Findlay College Prep in Las Vegas, Nevada",DeAndre Liggins,Shooting Guard and Small Forward,Right,209lb,631678.83
lillada01,"July 15, 1990","Oakland, California",6.3,43.4,36.8,88.9,549.0,21.4,23.5,4.2,70.3,51.0,Weber State University,6th overall,1st round,Portland Trail Blazers,2012.0,6-3,"Oakland in Oakland, California",Damian Lillard,Point Guard,Right,195lb,10721108.17
livinra01,"April 2, 1975","New Orleans, Louisiana",2.0,40.6,35.1,77.1,203.0,10.0,3.8,1.4,2.3,42.9,Louisiana State University,42nd overall,2nd round,Houston Rockets,1996.0,6-4,"Isidore Newman School in New Orleans, Louisiana",Randy Livingston,Point Guard,Right,209lb,267840.0
lohaubr01,"September 29, 1964","New Ulm, Minnesota",1.1,44.0,36.1,73.3,656.0,12.3,5.9,2.8,15.2,49.6,University of Iowa,45th overall,2nd round,Boston Celtics,1987.0,6-11,"Greenway in Phoenix, Arizona",Brad Lohaus,Power Forward,Left,230lb,682250.0
longgr01,"March 12, 1966","Wayne, Michigan",1.7,46.7,28.3,76.1,1003.0,13.3,9.5,6.1,60.1,47.2,Eastern Michigan University,33rd overall,2nd round,Miami Heat,1988.0,6-8,"Romulus in Romulus, Michigan",Grant Long,Power Forward,Right,225lb,1624048.85
longllu01,"January 19, 1969","Melbourne, Australia",1.5,46.2,0.0,76.0,567.0,11.8,7.2,4.9,17.5,46.2,University of New Mexico,7th overall,1st round,Minnesota Timberwolves,1991.0,7-2,"Scotch College in Perth, Australia",Luc Longley,Center,Right,265lb,3565408.33
looneke01,"February 6, 1996","Milwaukee, Wisconsin",1.0,59.5,19.2,59.3,204.0,15.9,4.5,3.8,10.3,59.9,"University of California, Los Angeles",30th overall,1st round,Golden State Warriors,2015.0,6-9,"Hamilton in Milwaukee, Wisconsin",Kevon Looney,Center and Power Forward,Right,220lb,1262060.67
lopezbr01,"April 1, 1988","North Hollywood, California",1.5,49.8,34.7,79.1,717.0,19.9,17.3,6.5,60.1,52.1,Stanford University,10th overall,1st round,New Jersey Nets,2008.0,7-0,"San Joaquin Memorial in Fresno, California",Brook Lopez,Center,Right,270lb,11770448.7
lopezfe01,"December 19, 1974","Santo Domingo, Dominican Republic",1.0,43.2,32.7,65.9,249.0,11.5,5.8,2.4,3.1,45.1,St. John's University,24th overall,1st round,San Antonio Spurs,1998.0,6-5,"Rice in New York, New York",Felipe Lopez,Shooting Guard and Point Guard,Right,199lb,658601.25
lopezro01,"April 1, 1988","North Hollywood, California",0.8,53.1,21.6,75.7,766.0,16.3,9.1,5.3,43.0,53.2,Stanford University,15th overall,1st round,Phoenix Suns,2008.0,7-0,"San Joaquin Memorial in Fresno, California",Robin Lopez,Center,Right,275lb,6503519.4
loveke01,"September 7, 1988","Santa Monica, California",2.3,44.2,37.0,82.7,657.0,21.9,18.3,11.3,78.2,50.2,"University of California, Los Angeles",5th overall,1st round,Memphis Grizzlies,2008.0,6-10,"Lake Oswego in Lake Oswego, Oregon",Kevin Love,Center and Power Forward,Right,251lb,12220244.4
lowryky01,"March 25, 1986","Philadelphia, Pennsylvania",6.1,42.4,36.7,80.5,856.0,18.4,14.4,4.3,86.7,50.5,Villanova University,24th overall,1st round,Memphis Grizzlies,2006.0,6-1,"Cardinal Dougherty in Philadelphia, Pennsylvania",Kyle Lowry,Point Guard,Right,196lb,7788468.42
luety01,"May 3, 1977","Mexico, Missouri",3.1,43.7,39.1,82.9,554.0,13.2,8.5,1.7,19.7,49.4,University of Nebraska,23rd overall,1st round,Denver Nuggets,1998.0,6-0,"Raytown in Kansas City, Missouri",Tyronn Lue,Point Guard,Right,175lb,1943870.91
lylestr01,"November 5, 1995","Saskatoon, Canada",1.1,43.1,33.1,70.5,288.0,13.2,7.6,3.9,8.1,49.5,University of Kentucky,12th overall,1st round,Utah Jazz,2015.0,6-10,"Arsenal Tech in Indianapolis, Indiana",Trey Lyles,Power Forward,Right,234lb,2340600.0
lynchge01,"September 3, 1970","Roanoke, Virginia",1.4,44.6,30.6,65.2,774.0,12.8,6.6,5.0,32.3,46.2,University of North Carolina,12th overall,1st round,Los Angeles Lakers,1993.0,6-8,"Flint Hill School in Oakton, Virginia",George Lynch,Small Forward and Shooting Guard,Right,218lb,2130384.62
maccuto01,"January 27, 1976","Winnipeg, Canada",0.5,54.1,-,64.2,223.0,16.9,6.1,4.0,11.9,54.1,University of Washington,47th overall,2nd round,Philadelphia 76ers,1999.0,7-0,"Shaftesbury in Winnipeg, Canada",Todd MacCulloch,Center,Right,280lb,3993339.29
macksh01,"April 22, 1990","Lexington, Kentucky",3.1,42.3,33.0,73.1,456.0,12.3,6.6,2.0,10.3,47.8,Butler University,34th overall,2nd round,Washington Wizards,2011.0,6-3,"Bryan Station in Lexington, Kentucky",Shelvin Mack,Shooting Guard and Point Guard,Right,203lb,1851852.5
macledo01,"January 16, 1970","Palo Alto, California",1.3,45.5,28.4,76.5,319.0,15.1,10.9,3.8,9.4,46.5,"University of California, Los Angeles",19th overall,1st round,Detroit Pistons,1992.0,6-10,"Simi Valley in Simi Valley, California",Don MacLean,Power Forward and Small Forward,Right,235lb,1457577.27
maconma01,"April 14, 1969","Saginaw, Michigan",1.7,38.4,27.0,73.5,251.0,8.9,6.7,1.9,0.1,39.4,Temple University,8th overall,1st round,Denver Nuggets,1991.0,6-5,"Buena Vista in Saginaw, Michigan",Mark Macon,Shooting Guard and Point Guard,Right,185lb,1500200.0
madsema01,"January 28, 1976","Walnut Creek, California",0.4,45.7,6.3,52.7,453.0,8.1,2.2,2.6,8.2,45.7,Stanford University,29th overall,1st round,Los Angeles Lakers,2000.0,6-9,"San Ramon Valley in Danville, California",Mark Madsen,Center and Power Forward,Right,240lb,1578872.5
maggeco01,"November 12, 1979","Melrose Park, Illinois",2.1,45.3,32.4,82.2,827.0,17.9,16.0,4.9,62.2,47.9,Duke University,13th overall,1st round,Seattle SuperSonics,1999.0,6-6,"Fenwick in Oak Park, Illinois",Corey Maggette,Power Forward and Shooting Guard and Small Forward,Right,218lb,6366537.43
magloja01,"May 21, 1978","Toronto, Canada",0.6,48.0,0.0,63.9,680.0,13.5,7.2,6.5,27.7,48.0,University of Kentucky,19th overall,1st round,Charlotte Hornets,2000.0,6-11,"Eastern School of Commerce in Toronto, Canada",Jamaal Magloire,Center,Right,259lb,3276969.17
majerda01,"September 9, 1965","Traverse City, Michigan",2.9,43.1,35.8,74.1,955.0,13.8,11.4,4.5,78.5,50.5,Central Michigan University,14th overall,1st round,Phoenix Suns,1988.0,6-6,"Traverse City in Traverse City, Michigan",Dan Majerle,Small Forward and Shooting Guard,Right,215lb,2179615.38
malonka01,"July 24, 1963","Summerfield, Louisiana",3.6,51.6,27.4,74.2,1476.0,23.9,25.0,10.1,234.6,51.8,Louisiana Tech University,13th overall,1st round,Utah Jazz,1985.0,6-9,"Summerfield in Summerfield, Louisiana",Karl Malone,Power Forward,Right,250lb,5885187.67
mannida01,"May 17, 1966","Hattiesburg, Mississippi",2.3,51.1,20.6,72.9,883.0,16.9,14.0,5.2,55.1,51.3,University of Kansas,1st overall,1st round,Los Angeles Clippers,1988.0,6-10,"Lawrence in Lawrence, Kansas",Danny Manning,Power Forward,Right,230lb,3730979.12
marbust01,"February 20, 1977","Brooklyn, New York",7.6,43.3,32.5,78.4,846.0,18.7,19.3,3.0,77.5,47.0,Georgia Institute of Technology,4th overall,1st round,Milwaukee Bucks,1996.0,6-2,"Abraham Lincoln in Brooklyn, New York",Stephon Marbury,Point Guard,Right,180lb,11624303.46
mariosh01,"May 7, 1978","Waukegan, Illinois",1.9,48.4,33.1,81.0,1163.0,18.8,15.2,8.7,124.9,51.0,"University of Nevada, Las Vegas",9th overall,1st round,Phoenix Suns,1999.0,6-7,"Clarksville in Clarksville, Tennessee",Shawn Marion,Small Forward and Power Forward,Right,220lb,8433547.62
marksse01,"August 23, 1975","Auckland, New Zealand",0.2,44.8,20.0,66.5,230.0,9.1,2.8,2.2,2.6,45.2,University of California,44th overall,2nd round,New York Knicks,1998.0,6-10,"Rangitoto School in Auckland, New Zealand",Sean Marks,Power Forward and Center,Right,250lb,799007.67
marshdo01,"May 18, 1973","Reading, Pennsylvania",1.4,43.5,35.0,73.1,957.0,16.8,11.2,6.7,59.0,48.3,University of Connecticut,4th overall,1st round,Minnesota Timberwolves,1994.0,6-9,"Reading in Reading, Pennsylvania",Donyell Marshall,Power Forward and Small Forward,Right,218lb,4259874.53
martija01,"May 24, 1994","Baton Rouge, Louisiana",0.6,43.4,34.6,76.6,184.0,10.5,5.4,3.5,3.2,47.0,Louisiana State University,25th overall,1st round,Memphis Grizzlies,2015.0,6-10,"Madison Prep in Baton Rouge, Louisiana",Jarell Martin,Power Forward,Right,239lb,1329460.67
martike01,"December 30, 1977","Saginaw, Michigan",1.9,48.3,23.4,62.9,757.0,15.0,12.3,6.8,48.0,48.7,University of Cincinnati,1st overall,1st round,New Jersey Nets,2000.0,6-9,"Bryan Adams in Dallas, Texas",Kenyon Martin,Power Forward and Center,Right,234lb,7535731.67
martike02,"February 1, 1983","Zanesville, Ohio",1.9,43.7,38.4,87.0,714.0,17.7,17.4,3.2,61.3,50.2,Western Carolina University,26th overall,1st round,Sacramento Kings,2004.0,6-7,"Zanesville in Zanesville, Ohio",Kevin Martin,Point Guard and Shooting Guard,Right,199lb,5469070.07
mashbja01,"November 29, 1972","New York, New York",4.0,41.8,34.5,76.6,611.0,15.7,19.1,5.4,43.7,45.6,University of Kentucky,4th overall,1st round,Dallas Mavericks,1993.0,6-8,"Cardinal Hayes in Bronx, New York",Jamal Mashburn,Small Forward,Right,240lb,5817202.62
masonan01,"December 14, 1966","Miami, Florida",3.4,50.9,16.7,70.9,882.0,14.6,10.9,8.3,88.3,51.0,Tennessee State University,53rd overall,3rd round,Portland Trail Blazers,1988.0,6-7,"Springfield Gardens in Springfield Gardens, New York",Anthony Mason,Center and Small Forward and Power Forward,Left,250lb,3217567.71
masonde01,"October 11, 1977","Waxahachie, Texas",1.6,44.9,26.0,74.0,643.0,12.7,12.1,4.5,23.1,45.4,Oklahoma State University,17th overall,1st round,Seattle SuperSonics,2000.0,6-7,"Waxahachie in Waxahachie, Texas",Desmond Mason,Small Forward and Shooting Guard,Right,224lb,3764100.2
masonro01,"September 10, 1980","Washington, District of Columbia",1.3,40.8,38.3,86.6,518.0,10.9,6.3,1.7,13.0,50.9,University of Virginia,31st overall,2nd round,Chicago Bulls,2002.0,6-5,"Good Counsel in Wheaton, Maryland",Roger Mason,Small Forward and Point Guard and Shooting Guard,Right,200lb,1370889.7
masseto01,"July 31, 1967","Sussex, Virginia",0.4,47.0,9.1,70.5,683.0,11.9,6.2,4.3,15.6,47.0,University of Maryland,43rd overall,2nd round,San Antonio Spurs,1990.0,6-9,"Sussex Central in Sussex, Virginia",Tony Massenburg,Center and Power Forward,Right,220lb,863649.86
