_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,avg_salary
koncajo01,"May 17, 1963","Cedar Rapids, Iowa",1.0,47.0,22.6,59.7,784.0,9.8,4.5,4.9,29.2,47.3,Southern Methodist University,5th overall,1st round,Atlanta Hawks,1985.0,7-0,"Center in Kansas City, Missouri",Jon Koncak,Center,Right,250lb,80000.0
kornefr01,"January 27, 1967","Lexington, Kentucky",0.3,36.9,26.3,59.6,89.0,6.2,1.9,1.1,0.0,39.8,Vanderbilt University,30th overall,2nd round,Milwaukee Bucks,1989.0,6-9,"Catholic in Lexington, Kentucky",Frank Kornet,Power Forward,Right,225lb,1768380.0
korveky01,"March 17, 1981","Lakewood, California",1.7,44.3,42.9,87.8,1174.0,12.8,9.9,3.0,70.9,57.4,Creighton University,51st overall,2nd round,New Jersey Nets,2003.0,6-7,"Pella in Pella, Iowa",Kyle Korver,Small Forward and Shooting Guard and Power Forward,Right,212lb,3883929.2
koufoko01,"February 24, 1989","Canton, Ohio",0.5,53.4,0.0,58.2,686.0,15.4,5.7,5.0,28.3,53.4,Ohio State University,23rd overall,1st round,Utah Jazz,2008.0,7-0,"GlenOak in Canton, Ohio",Kosta Koufos,Center,Right,245lb,1500000.0
krystla01,"September 23, 1964","Missoula, Montana",1.2,45.7,13.9,79.5,420.0,12.0,8.2,4.9,15.6,45.8,University of Montana,28th overall,2nd round,Chicago Bulls,1986.0,6-9,"Big Sky in Missoula, Montana",Larry Krystkowiak,Power Forward,Right,220lb,4729848.69
kuzmaky01,"July 24, 1995","Flint, Michigan",2.2,45.3,33.5,73.1,147.0,14.1,17.3,5.9,7.0,52.1,University of Utah,27th overall,1st round,Brooklyn Nets,2017.0,6-9,"Rise Academy in Philadelphia, Pennsylvania",Kyle Kuzma,Power Forward,Right,220lb,2961517.5
labissk01,"March 18, 1996","Port-au-Prince, Haiti",1.0,48.0,37.5,74.6,115.0,14.9,7.6,4.3,3.0,49.9,University of Kentucky,28th overall,1st round,Phoenix Suns,2016.0,6-11,"Lausanne Collegiate School in Memphis, Tennessee",Skal Labissiere,Power Forward,Right,235lb,4391785.71
laettch01,"August 17, 1969","Angola, New York",2.6,48.0,26.1,82.0,868.0,16.9,12.8,6.7,64.9,48.6,Duke University,3rd overall,1st round,Minnesota Timberwolves,1992.0,6-11,"Nichols School in Buffalo, New York",Christian Laettner,Center and Power Forward,Right,235lb,7648640.18
lafrera01,"May 29, 1976","Hampton, Iowa",1.1,46.6,36.3,71.1,563.0,16.1,10.1,6.1,39.4,51.6,University of Kansas,3rd overall,1st round,Denver Nuggets,1998.0,6-11,"MFL MarMac in Monona, Iowa",Raef LaFrentz,Power Forward and Center,Left,240lb,986000.0
lambdo01,"November 6, 1991","Queens, New York",0.8,38.1,39.4,70.0,100.0,6.3,3.5,1.0,0.1,45.8,University of Kentucky,42nd overall,2nd round,Milwaukee Bucks,2012.0,6-4,"Oak Hill Academy in Mouth of Wilson, Virginia",Doron Lamb,Shooting Guard,Right,210lb,3813224.0
lambje01,"May 30, 1992","Henrico, Virginia",1.5,44.3,33.9,85.3,435.0,16.1,10.2,3.7,20.8,50.2,University of Connecticut,12th overall,1st round,Houston Rockets,2012.0,6-5,"Norcross in Norcross, Georgia",Jeremy Lamb,Small Forward and Shooting Guard,Right,185lb,876333.33
landrca01,"September 19, 1983","Milwaukee, Wisconsin",0.7,53.5,30.0,78.5,513.0,17.5,10.8,4.9,35.9,53.6,Purdue University,31st overall,2nd round,Seattle SuperSonics,2007.0,6-9,"Vincent in Milwaukee, Wisconsin",Carl Landry,Power Forward,Right,248lb,457588.0
laneje01,"December 4, 1966","Akron, Ohio",1.5,44.1,6.3,37.9,218.0,12.6,5.3,5.8,2.3,44.2,University of Pittsburgh,23rd overall,1st round,Denver Nuggets,1988.0,6-6,"Saint Vincent-Saint Mary in Akron, Ohio",Jerome Lane,Power Forward,Right,230lb,1439818.18
langan01,"June 28, 1966","Pine Bluff, Arkansas",0.6,47.0,25.0,74.4,737.0,11.7,6.0,4.8,28.6,47.1,University of Arkansas,28th overall,2nd round,Phoenix Suns,1988.0,6-11,"Dollarway in Pine Bluff, Arkansas",Andrew Lang,Center,Right,245lb,422666.67
langan02,"May 15, 1972","Mobile, Alabama",0.3,45.5,0.0,71.9,143.0,8.8,2.3,1.5,1.7,45.5,Duke University,29th overall,2nd round,Phoenix Suns,1994.0,6-8,"LeFlore Magnet in Mobile, Alabama",Antonio Lang,Power Forward and Small Forward,Right,205lb,1499760.0
langdtr01,"May 13, 1976","Palo Alto, California",1.3,41.6,39.6,91.0,119.0,12.2,5.4,1.3,2.9,49.7,Duke University,11th overall,1st round,Cleveland Cavaliers,1999.0,6-3,"Anchorage East in Anchorage, Alaska",Trajan Langdon,Shooting Guard,Right,197lb,394808.0
langhda01,"November 28, 1977","Chicago, Illinois",0.3,39.1,28.9,61.3,133.0,8.8,3.0,1.5,0.3,40.3,Vanderbilt University,31st overall,2nd round,Dallas Mavericks,2000.0,6-11,"Marshall County in Benton, Kentucky",Dan Langhi,Small Forward,Right,220lb,210995.0
larkish01,"October 2, 1992","Cincinnati, Ohio",2.9,42.2,33.6,77.7,256.0,11.4,5.5,1.9,4.4,46.8,University of Miami,18th overall,1st round,Atlanta Hawks,2013.0,5-11,"Dr. Phillips in Orlando, Florida",Shane Larkin,Point Guard,Right,175lb,195294.0
laudepr01,"August 31, 1973","Chicago, Illinois",0.4,47.2,0.0,55.4,74.0,11.3,3.4,1.9,-0.8,47.2,Central State University,28th overall,1st round,Atlanta Hawks,1996.0,7-4,"Carver in Chicago, Illinois",Priest Lauderdale,Center,Left,325lb,1683506.25
lavinza01,"March 10, 1995","Renton, Washington",3.5,44.6,37.3,82.4,293.0,14.8,16.1,3.4,8.0,50.6,"University of California, Los Angeles",13th overall,1st round,Minnesota Timberwolves,2014.0,6-5,"Bothell in Bothell, Washington",Zach LaVine,Point Guard and Shooting Guard,Right,200lb,1414801.4
lawac01,"January 25, 1985","Dallas, Texas",1.6,41.3,23.5,77.8,188.0,9.9,3.9,1.0,1.6,43.4,Texas A&M University,11th overall,1st round,Atlanta Hawks,2007.0,6-3,"Justin F. Kimball in Dallas, Texas",Acie Law,Point Guard,Right,195lb,473640.0
lawsoty01,"November 3, 1987","Clinton, Maryland",6.0,46.0,35.9,77.0,551.0,17.2,12.7,2.7,42.1,50.4,University of North Carolina,18th overall,1st round,Minnesota Timberwolves,2009.0,5-11,"Oak Hill Academy in Mouth of Wilson, Virginia",Ty Lawson,Point Guard,Right,195lb,956305.5
laymaja01,"March 7, 1994","Norwood, Massachusetts",0.5,45.7,30.2,71.4,141.0,11.5,4.6,1.8,2.7,52.5,University of Maryland,47th overall,2nd round,Orlando Magic,2016.0,6-9,"King Philip Regional in Wrentham, Massachusetts",Jake Layman,Small Forward,Right,215lb,2028360.0
leaftj01,"April 30, 1997","Tel Aviv, Israel",0.3,51.1,35.6,61.7,111.0,14.0,3.4,1.9,2.4,55.2,"University of California, Los Angeles",18th overall,1st round,Indiana Pacers,2017.0,6-10,"Foothills Christian in El Cajon, California",T.J. Leaf,Power Forward,Right,225lb,250000.0
leckner01,"May 27, 1966","Inglewood, California",0.5,50.8,0.0,66.9,449.0,9.8,4.1,3.2,6.2,50.8,University of Wyoming,17th overall,1st round,Utah Jazz,1988.0,6-11,"Mira Costa in Manhattan Beach, California",Eric Leckner,Center,Right,265lb,456269.0
leeco01,"October 3, 1985","Indianapolis, Indiana",1.7,45.0,38.7,85.3,787.0,12.2,9.7,2.7,38.7,51.6,Western Kentucky University,22nd overall,1st round,Orlando Magic,2008.0,6-5,"Pike in Indianapolis, Indiana",Courtney Lee,Shooting Guard,Right,215lb,7289045.85
leeda02,"April 29, 1983","St. Louis, Missouri",2.2,53.5,3.4,77.2,829.0,19.1,13.5,8.8,76.0,53.6,University of Florida,30th overall,1st round,New York Knicks,2005.0,6-9,"Chaminade College Preparatory School in St. Louis, Missouri",David Lee,Power Forward and Center and Small Forward,Left,245lb,141666.67
leedo01,"October 24, 1964","Washington, Illinois",0.4,41.2,31.0,70.0,73.0,11.0,2.3,0.6,0.7,47.3,"Texas A&M University, Purdue University",35th overall,2nd round,Houston Rockets,1987.0,6-5,"Washington in Washington, Illinois",Doug Lee,Shooting Guard,Right,200lb,318749.5
leeke01,"December 28, 1962","West Memphis, Arkansas",1.0,45.1,16.7,74.6,182.0,12.2,6.1,4.7,3.7,45.2,University of Memphis,11th overall,1st round,Chicago Bulls,1985.0,6-10,"West Memphis in West Memphis, Arkansas",Keith Lee,Power Forward,Right,215lb,120000.0
lenarvo01,"May 14, 1973","Detroit, Michigan",2.1,41.5,38.4,78.7,565.0,13.8,11.9,2.8,29.6,49.4,University of Minnesota,46th overall,2nd round,Milwaukee Bucks,1994.0,6-4,"Southwestern in Detroit, Michigan",Voshon Lenard,Shooting Guard,Right,205lb,165000.0
leonaka01,"June 29, 1991","Riverside, California",2.4,49.5,38.3,84.8,467.0,22.6,17.7,6.3,65.8,54.8,San Diego State University,15th overall,1st round,Indiana Pacers,2011.0,6-7,"King in Riverside, California",Kawhi Leonard,Small Forward,Right,230lb,4810076.5
leoname01,"February 27, 1992","Robinson, Illinois",0.9,47.9,38.5,82.8,393.0,12.3,5.6,3.7,13.4,55.6,University of Illinois at Urbana-Champaign,11th overall,1st round,Portland Trail Blazers,2012.0,7-1,"Robinson in Robinson, Illinois",Meyers Leonard,Power Forward and Center,Right,255lb,246500.0
lesji01,"August 18, 1963","Niles, Illinois",2.9,39.7,39.6,81.8,321.0,12.4,3.8,1.2,8.1,50.1,"Cleveland State University, Bradley University",70th overall,3rd round,Atlanta Hawks,1986.0,5-11,"Notre Dame in Niles, Illinois",Jim Les,Point Guard,Right,165lb,361802.0
leuerjo01,"May 14, 1989","Long Lake, Minnesota",0.8,48.4,32.8,76.7,377.0,14.5,6.4,3.8,13.2,51.5,University of Wisconsin,40th overall,2nd round,Milwaukee Bucks,2011.0,6-10,"Orono in Orono, Minnesota",Jon Leuer,Center and Power Forward,Right,228lb,1597380.0
leverca01,"August 25, 1994","Columbus, Ohio",3.4,43.7,32.9,70.7,168.0,13.8,11.1,3.6,5.8,49.7,University of Michigan,20th overall,1st round,Indiana Pacers,2016.0,6-7,"Central in Pickerington, Ohio",Caris LeVert,Small Forward,Right,204lb,537500.0
lewisqu01,"June 26, 1977","Little Rock, Arkansas",0.6,39.7,33.3,71.0,159.0,6.7,3.6,1.3,0.8,42.9,University of Minnesota,19th overall,1st round,Utah Jazz,1999.0,6-7,"Parkview in Little Rock, Arkansas",Quincy Lewis,Shooting Guard and Small Forward,Right,215lb,125000.0
lewisra01,"March 28, 1963","Philadelphia, Pennsylvania",0.3,41.4,25.0,56.2,99.0,8.5,2.3,1.2,0.0,41.6,La Salle University,139th overall,6th round,Boston Celtics,1985.0,6-6,"Frankford in Philadelphia, Pennsylvania",Ralph Lewis,Small Forward and Shooting Guard,Right,200lb,9137224.41
lewisre01,"November 21, 1965","Baltimore, Maryland",2.6,48.8,20.0,82.4,450.0,17.1,17.6,4.3,38.9,49.0,Northeastern University,22nd overall,1st round,Boston Celtics,1987.0,6-7,"Paul Laurence Dunbar in Baltimore, Maryland",Reggie Lewis,Small Forward and Shooting Guard,Right,195lb,370000.0
liberma01,"October 27, 1968","Chicago, Illinois",0.9,41.7,34.0,66.4,267.0,12.2,7.3,3.5,4.0,43.5,University of Illinois at Urbana-Champaign,42nd overall,2nd round,Denver Nuggets,1990.0,6-8,"Martin Luther King in Chicago, Illinois",Marcus Liberty,Small Forward,Right,205lb,492036.0
lichtto01,"January 8, 1967","Walnut Creek, California",1.4,46.0,24.4,78.9,237.0,12.2,7.9,2.1,5.6,46.6,Stanford University,15th overall,1st round,Denver Nuggets,1989.0,6-4,"Mount Diablo in Concord, California",Todd Lichti,Shooting Guard,Right,205lb,631678.83
liggide01,"March 31, 1988","Chicago, Illinois",0.7,40.2,35.2,54.9,177.0,7.3,2.0,1.4,1.6,46.9,University of Kentucky,53rd overall,2nd round,Orlando Magic,2011.0,6-6,"Findlay College Prep in Las Vegas, Nevada",DeAndre Liggins,Shooting Guard and Small Forward,Right,209lb,10721108.17
lillada01,"July 15, 1990","Oakland, California",6.3,43.4,36.8,88.9,549.0,21.4,23.5,4.2,70.3,51.0,Weber State University,6th overall,1st round,Portland Trail Blazers,2012.0,6-3,"Oakland in Oakland, California",Damian Lillard,Point Guard,Right,195lb,6492873.88
livinra01,"April 2, 1975","New Orleans, Louisiana",2.0,40.6,35.1,77.1,203.0,10.0,3.8,1.4,2.3,42.9,Louisiana State University,42nd overall,2nd round,Houston Rockets,1996.0,6-4,"Isidore Newman School in New Orleans, Louisiana",Randy Livingston,Point Guard,Right,209lb,3091042.88
lohaubr01,"September 29, 1964","New Ulm, Minnesota",1.1,44.0,36.1,73.3,656.0,12.3,5.9,2.8,15.2,49.6,University of Iowa,45th overall,2nd round,Boston Celtics,1987.0,6-11,"Greenway in Phoenix, Arizona",Brad Lohaus,Power Forward,Left,230lb,180023.25
longgr01,"March 12, 1966","Wayne, Michigan",1.7,46.7,28.3,76.1,1003.0,13.3,9.5,6.1,60.1,47.2,Eastern Michigan University,33rd overall,2nd round,Miami Heat,1988.0,6-8,"Romulus in Romulus, Michigan",Grant Long,Power Forward,Right,225lb,293957.14
longllu01,"January 19, 1969","Melbourne, Australia",1.5,46.2,0.0,76.0,567.0,11.8,7.2,4.9,17.5,46.2,University of New Mexico,7th overall,1st round,Minnesota Timberwolves,1991.0,7-2,"Scotch College in Perth, Australia",Luc Longley,Center,Right,265lb,1262060.67
looneke01,"February 6, 1996","Milwaukee, Wisconsin",1.0,59.5,19.2,59.3,204.0,15.9,4.5,3.8,10.3,59.9,"University of California, Los Angeles",30th overall,1st round,Golden State Warriors,2015.0,6-9,"Hamilton in Milwaukee, Wisconsin",Kevon Looney,Center and Power Forward,Right,220lb,11770448.7
lopezbr01,"April 1, 1988","North Hollywood, California",1.5,49.8,34.7,79.1,717.0,19.9,17.3,6.5,60.1,52.1,Stanford University,10th overall,1st round,New Jersey Nets,2008.0,7-0,"San Joaquin Memorial in Fresno, California",Brook Lopez,Center,Right,270lb,658601.25
lopezfe01,"December 19, 1974","Santo Domingo, Dominican Republic",1.0,43.2,32.7,65.9,249.0,11.5,5.8,2.4,3.1,45.1,St. John's University,24th overall,1st round,San Antonio Spurs,1998.0,6-5,"Rice in New York, New York",Felipe Lopez,Shooting Guard and Point Guard,Right,199lb,985328.25
lopezro01,"April 1, 1988","North Hollywood, California",0.8,53.1,21.6,75.7,766.0,16.3,9.1,5.3,43.0,53.2,Stanford University,15th overall,1st round,Phoenix Suns,2008.0,7-0,"San Joaquin Memorial in Fresno, California",Robin Lopez,Center,Right,275lb,12220244.4
loveke01,"September 7, 1988","Santa Monica, California",2.3,44.2,37.0,82.7,657.0,21.9,18.3,11.3,78.2,50.2,"University of California, Los Angeles",5th overall,1st round,Memphis Grizzlies,2008.0,6-10,"Lake Oswego in Lake Oswego, Oregon",Kevin Love,Center and Power Forward,Right,251lb,7788468.42
lowryky01,"March 25, 1986","Philadelphia, Pennsylvania",6.1,42.4,36.7,80.5,856.0,18.4,14.4,4.3,86.7,50.5,Villanova University,24th overall,1st round,Memphis Grizzlies,2006.0,6-1,"Cardinal Dougherty in Philadelphia, Pennsylvania",Kyle Lowry,Point Guard,Right,196lb,393666.67
luety01,"May 3, 1977","Mexico, Missouri",3.1,43.7,39.1,82.9,554.0,13.2,8.5,1.7,19.7,49.4,University of Nebraska,23rd overall,1st round,Denver Nuggets,1998.0,6-0,"Raytown in Kansas City, Missouri",Tyronn Lue,Point Guard,Right,175lb,1356780.0
lylestr01,"November 5, 1995","Saskatoon, Canada",1.1,43.1,33.1,70.5,288.0,13.2,7.6,3.9,8.1,49.5,University of Kentucky,12th overall,1st round,Utah Jazz,2015.0,6-10,"Arsenal Tech in Indianapolis, Indiana",Trey Lyles,Power Forward,Right,234lb,2130384.62
lynchge01,"September 3, 1970","Roanoke, Virginia",1.4,44.6,30.6,65.2,774.0,12.8,6.6,5.0,32.3,46.2,University of North Carolina,12th overall,1st round,Los Angeles Lakers,1993.0,6-8,"Flint Hill School in Oakton, Virginia",George Lynch,Small Forward and Shooting Guard,Right,218lb,287500.0
lynchke01,"December 24, 1968","Bloomington, Minnesota",1.1,43.6,33.3,72.6,95.0,7.7,3.3,1.3,0.4,44.1,University of Minnesota,28th overall,2nd round,Charlotte Hornets,1991.0,6-5,"Thomas Jefferson in Bloomington, Minnesota",Kevin Lynch,Shooting Guard,Right,195lb,3993339.29
maccuto01,"January 27, 1976","Winnipeg, Canada",0.5,54.1,-,64.2,223.0,16.9,6.1,4.0,11.9,54.1,University of Washington,47th overall,2nd round,Philadelphia 76ers,1999.0,7-0,"Shaftesbury in Winnipeg, Canada",Todd MacCulloch,Center,Right,280lb,1166666.67
macksh01,"April 22, 1990","Lexington, Kentucky",3.1,42.3,33.0,73.1,456.0,12.3,6.6,2.0,10.3,47.8,Butler University,34th overall,2nd round,Washington Wizards,2011.0,6-3,"Bryan Station in Lexington, Kentucky",Shelvin Mack,Shooting Guard and Point Guard,Right,203lb,1851852.5
macledo01,"January 16, 1970","Palo Alto, California",1.3,45.5,28.4,76.5,319.0,15.1,10.9,3.8,9.4,46.5,"University of California, Los Angeles",19th overall,1st round,Detroit Pistons,1992.0,6-10,"Simi Valley in Simi Valley, California",Don MacLean,Power Forward and Small Forward,Right,235lb,305000.0
maconma01,"April 14, 1969","Saginaw, Michigan",1.7,38.4,27.0,73.5,251.0,8.9,6.7,1.9,0.1,39.4,Temple University,8th overall,1st round,Denver Nuggets,1991.0,6-5,"Buena Vista in Saginaw, Michigan",Mark Macon,Shooting Guard and Point Guard,Right,185lb,349458.0
madsema01,"January 28, 1976","Walnut Creek, California",0.4,45.7,6.3,52.7,453.0,8.1,2.2,2.6,8.2,45.7,Stanford University,29th overall,1st round,Los Angeles Lakers,2000.0,6-9,"San Ramon Valley in Danville, California",Mark Madsen,Center and Power Forward,Right,240lb,3276969.17
maggeco01,"November 12, 1979","Melrose Park, Illinois",2.1,45.3,32.4,82.2,827.0,17.9,16.0,4.9,62.2,47.9,Duke University,13th overall,1st round,Seattle SuperSonics,1999.0,6-6,"Fenwick in Oak Park, Illinois",Corey Maggette,Power Forward and Shooting Guard and Small Forward,Right,218lb,5239559.1
magloja01,"May 21, 1978","Toronto, Canada",0.6,48.0,0.0,63.9,680.0,13.5,7.2,6.5,27.7,48.0,University of Kentucky,19th overall,1st round,Charlotte Hornets,2000.0,6-11,"Eastern School of Commerce in Toronto, Canada",Jamaal Magloire,Center,Right,259lb,608357.14
majerda01,"September 9, 1965","Traverse City, Michigan",2.9,43.1,35.8,74.1,955.0,13.8,11.4,4.5,78.5,50.5,Central Michigan University,14th overall,1st round,Phoenix Suns,1988.0,6-6,"Traverse City in Traverse City, Michigan",Dan Majerle,Small Forward and Shooting Guard,Right,215lb,2626380.0
malonka01,"July 24, 1963","Summerfield, Louisiana",3.6,51.6,27.4,74.2,1476.0,23.9,25.0,10.1,234.6,51.8,Louisiana Tech University,13th overall,1st round,Utah Jazz,1985.0,6-9,"Summerfield in Summerfield, Louisiana",Karl Malone,Power Forward,Right,250lb,1649250.0
mannida01,"May 17, 1966","Hattiesburg, Mississippi",2.3,51.1,20.6,72.9,883.0,16.9,14.0,5.2,55.1,51.3,University of Kansas,1st overall,1st round,Los Angeles Clippers,1988.0,6-10,"Lawrence in Lawrence, Kansas",Danny Manning,Power Forward,Right,230lb,247500.0
manniri01,"June 23, 1970","Tacoma, Washington",0.2,41.5,40.0,64.3,55.0,8.1,3.3,1.7,-0.3,42.1,"Syracuse University, University of Washington",40th overall,2nd round,Atlanta Hawks,1993.0,6-11,"Center in North Highlands, California",Rich Manning,Power Forward,Right,253lb,864969.0
marbust01,"February 20, 1977","Brooklyn, New York",7.6,43.3,32.5,78.4,846.0,18.7,19.3,3.0,77.5,47.0,Georgia Institute of Technology,4th overall,1st round,Milwaukee Bucks,1996.0,6-2,"Abraham Lincoln in Brooklyn, New York",Stephon Marbury,Point Guard,Right,180lb,8433547.62
mariosh01,"May 7, 1978","Waukegan, Illinois",1.9,48.4,33.1,81.0,1163.0,18.8,15.2,8.7,124.9,51.0,"University of Nevada, Las Vegas",9th overall,1st round,Phoenix Suns,1999.0,6-7,"Clarksville in Clarksville, Tennessee",Shawn Marion,Small Forward and Power Forward,Right,220lb,3821640.0
markkla01,"May 22, 1997","Vantaa, Finland",1.3,43.2,36.2,85.9,120.0,16.3,16.7,8.2,6.1,51.2,University of Arizona,7th overall,1st round,Minnesota Timberwolves,2017.0,7-0,"Helsinki Academy in Helsinki, Finland",Lauri Markkanen,Power Forward,Right,240lb,799007.67
marksse01,"August 23, 1975","Auckland, New Zealand",0.2,44.8,20.0,66.5,230.0,9.1,2.8,2.2,2.6,45.2,University of California,44th overall,2nd round,New York Knicks,1998.0,6-10,"Rangitoto School in Auckland, New Zealand",Sean Marks,Power Forward and Center,Right,250lb,396666.67
marshdo02,"July 17, 1972","Detroit, Michigan",0.3,32.1,33.6,68.1,119.0,8.7,2.5,1.0,0.9,39.9,University of Connecticut,39th overall,2nd round,Cleveland Cavaliers,1995.0,6-7,"Federal Way in Federal Way, Washington",Donny Marshall,Small Forward,Right,230lb,1746171.25
marshdo01,"May 18, 1973","Reading, Pennsylvania",1.4,43.5,35.0,73.1,957.0,16.8,11.2,6.7,59.0,48.3,University of Connecticut,4th overall,1st round,Minnesota Timberwolves,1994.0,6-9,"Reading in Reading, Pennsylvania",Donyell Marshall,Power Forward and Small Forward,Right,218lb,531485.5
marshke01,"August 19, 1991","Dumfries, Virginia",4.9,39.9,37.0,61.1,160.0,10.7,5.0,1.6,1.0,48.0,University of North Carolina,13th overall,1st round,Phoenix Suns,2012.0,6-4,"Bishop O'Connell in Arlington, Virginia",Kendall Marshall,Point Guard,Left,200lb,150000.0
martibi01,"August 16, 1962","Washington, District of Columbia",0.7,44.9,0.0,81.3,84.0,10.4,4.7,1.6,0.3,44.9,Georgetown University,26th overall,2nd round,Indiana Pacers,1985.0,6-7,"McKinley in Washington, District of Columbia",Bill Martin,Small Forward,Right,205lb,745630.0
martija01,"May 24, 1994","Baton Rouge, Louisiana",0.6,43.4,34.6,76.6,184.0,10.5,5.4,3.5,3.2,47.0,Louisiana State University,25th overall,1st round,Memphis Grizzlies,2015.0,6-10,"Madison Prep in Baton Rouge, Louisiana",Jarell Martin,Power Forward,Right,239lb,7535731.67
martije01,"January 14, 1967","Cherry Valley, Arkansas",0.8,41.7,28.2,69.4,143.0,9.3,6.7,2.0,2.1,43.3,Murray State University,31st overall,2nd round,Los Angeles Clippers,1989.0,6-5,"Cross Country in Cherry Valley, Arkansas",Jeff Martin,Point Guard and Shooting Guard,Right,195lb,5469070.07
martike01,"December 30, 1977","Saginaw, Michigan",1.9,48.3,23.4,62.9,757.0,15.0,12.3,6.8,48.0,48.7,University of Cincinnati,1st overall,1st round,New Jersey Nets,2000.0,6-9,"Bryan Adams in Dallas, Texas",Kenyon Martin,Power Forward and Center,Right,234lb,250000.0
martike02,"February 1, 1983","Zanesville, Ohio",1.9,43.7,38.4,87.0,714.0,17.7,17.4,3.2,61.3,50.2,Western Carolina University,26th overall,1st round,Sacramento Kings,2004.0,6-7,"Zanesville in Zanesville, Ohio",Kevin Martin,Point Guard and Shooting Guard,Right,199lb,5817202.62
martima01,"July 2, 1964","Liberty, New York",0.7,37.8,21.1,59.8,69.0,9.3,3.0,0.9,-0.3,38.8,Saint Joseph's University,16th overall,1st round,Denver Nuggets,1986.0,6-6,"Central in Liberty, New York",Maurice Martin,Small Forward,Right,200lb,3217567.71
mashbja01,"November 29, 1972","New York, New York",4.0,41.8,34.5,76.6,611.0,15.7,19.1,5.4,43.7,45.6,University of Kentucky,4th overall,1st round,Dallas Mavericks,1993.0,6-8,"Cardinal Hayes in Bronx, New York",Jamal Mashburn,Small Forward,Right,240lb,3764100.2
masonan01,"December 14, 1966","Miami, Florida",3.4,50.9,16.7,70.9,882.0,14.6,10.9,8.3,88.3,51.0,Tennessee State University,53rd overall,3rd round,Portland Trail Blazers,1988.0,6-7,"Springfield Gardens in Springfield Gardens, New York",Anthony Mason,Center and Small Forward and Power Forward,Left,250lb,1184385.0
masonde01,"October 11, 1977","Waxahachie, Texas",1.6,44.9,26.0,74.0,643.0,12.7,12.1,4.5,23.1,45.4,Oklahoma State University,17th overall,1st round,Seattle SuperSonics,2000.0,6-7,"Waxahachie in Waxahachie, Texas",Desmond Mason,Small Forward and Shooting Guard,Right,224lb,1370889.7
masonfr01,"April 3, 1994","Petersburg, Virginia",2.6,39.2,30.0,77.3,90.0,12.8,6.8,1.9,0.9,43.3,University of Kansas,34th overall,2nd round,Sacramento Kings,2017.0,5-11,"Petersburg in Petersburg, Virginia",Frank Mason III,Point Guard,Right,190lb,863649.86
masonro01,"September 10, 1980","Washington, District of Columbia",1.3,40.8,38.3,86.6,518.0,10.9,6.3,1.7,13.0,50.9,University of Virginia,31st overall,2nd round,Chicago Bulls,2002.0,6-5,"Good Counsel in Wheaton, Maryland",Roger Mason,Small Forward and Point Guard and Shooting Guard,Right,200lb,102500.0
masseto01,"July 31, 1967","Sussex, Virginia",0.4,47.0,9.1,70.5,683.0,11.9,6.2,4.3,15.6,47.0,University of Maryland,43rd overall,2nd round,San Antonio Spurs,1990.0,6-9,"Sussex Central in Sussex, Virginia",Tony Massenburg,Center and Power Forward,Right,220lb,9374262.67
maxeyma01,"February 19, 1969","Chicago, Illinois",0.2,54.2,0.0,68.5,98.0,15.6,4.9,3.7,2.6,54.2,"University of Minnesota, University of Texas at El Paso",28th overall,2nd round,Minnesota Timberwolves,1992.0,6-8,"Percy L. Julian in Chicago, Illinois",Marlon Maxey,Power Forward,Right,250lb,628666.67
maxieja01,"February 18, 1983","Chicago, Illinois",0.4,49.5,0.0,56.4,618.0,13.0,5.6,4.2,20.3,49.5,University of Cincinnati,26th overall,1st round,Detroit Pistons,2005.0,6-7,"Newman Smith in Carrollton, Texas",Jason Maxiell,Center and Power Forward,Right,260lb,995923.08
maxweve01,"September 12, 1965","Gainesville, Florida",3.4,39.8,32.0,73.3,855.0,12.7,12.8,2.6,27.4,46.2,University of Florida,47th overall,2nd round,Denver Nuggets,1988.0,6-4,"Buchholz in Gainesville, Florida",Vernon Maxwell,Point Guard and Shooting Guard,Right,180lb,130000.0
mayse01,"April 4, 1984","Chicago, Illinois",1.0,45.8,23.1,74.6,119.0,14.9,6.9,4.0,2.6,46.0,University of North Carolina,13th overall,1st round,Charlotte Bobcats,2005.0,6-9,"Bloomington North in Bloomington, Indiana",Sean May,Power Forward and Center,Right,266lb,1785806.83
maybele01,"June 12, 1970","Tulsa, Oklahoma",3.6,41.5,37.7,65.9,496.0,10.1,5.1,1.3,7.9,49.8,University of Arkansas,23rd overall,1st round,Milwaukee Bucks,1992.0,6-1,"Will Rogers in Tulsa, Oklahoma",Lee Mayberry,Point Guard,Right,172lb,5768679.62
maynoer01,"June 11, 1987","Raeford, North Carolina",2.8,39.2,35.0,72.1,267.0,10.6,4.3,1.3,3.3,44.2,Virginia Commonwealth University,20th overall,1st round,Utah Jazz,2009.0,6-3,"Westover in Fayetteville, North Carolina",Eric Maynor,Shooting Guard and Point Guard,Right,175lb,1000000.0
